Name,Address,Coordinates,Type,District
Шапагат,"село Туздыбастау, ул. Канай, 21","77.065254,43.306248",садик,Турксибский
Colibri kids center,"Алматы, 5, этаж 2","76.991077,43.291229",садик,Турксибский
Altair Kids,"микрорайон Думан, ул. Казыгурт, 12","76.998821,43.278316",садик,Турксибский
Ordagen Kids,"ул. Павла Поповича, 45","76.986824,43.280915",садик,Турксибский
Аппак-ай,"село Туздыбастау, ул. Казахстан, 2","77.066232,43.322359",садик,Турксибский
Аружан,"село Туздыбастау, 10","77.070930,43.312506",садик,Турксибский
Айзере,"село Белбулак, ул. Ахмета Байтурсынова, 24","77.088993,43.320468",садик,Турксибский
Каусар,"Алатау, село Коянкус, ул. Коктем, 6","76.947316,43.415741",садик,Турксибский
Айсултан,"Алатау, село Коянкус, ул. Абая, 63","76.942967,43.393307",садик,Турксибский
Звёздочки,"Алатау, село Коянкус, ул. Бауыржана Момышулы, 63","76.941505,43.391404",садик,Турксибский
Ayleen kids,"ул. Есил, 5","76.997129,43.286728",садик,Турксибский
Мариям апа,"село Туздыбастау, ул. Жамбыла, 93А","77.057389,43.318287",садик,Турксибский
Нурлы-болакшак-1,"село Гульдала, ул. Кичикова, 46","77.051905,43.347150",садик,Турксибский
Kami kids,"Алматы, ул. Утеген батыра, 76","77.029359,43.403894",садик,Турксибский
Империя детства,"ул. Орджоникидзе, 146","76.964488,43.320555",садик,Турксибский
Ai-bota,"Алматы, микрорайон Думан, улица Аныракай","76.997831,43.279115",садик,Турксибский
Omar Kids,"село Туздыбастау, ул. Елибаева, 9А","77.067436,43.304249",садик,Турксибский
Асылай,"село Мухаметжан Туймебаева, 11","76.906911,43.422484",садик,Турксибский
Зияткер,"село Бесагаш, ул. Казахстан, 15, этаж 1","77.097961,43.384159",садик,Турксибский
Назерке,"село Бесагаш, ул. Кашаубаева, 150Б","77.026209,43.296011",садик,Турксибский
Дарынды Бала+,"село Бесагаш, ул. Ломоносова, 3","77.049443,43.300110",садик,Турксибский
Baby Нур,"ул. Иштвана Коныра, 86","76.990286,43.276230",садик,Турксибский
Алим-2,"село Отеген батыра, ул. Аубакирова, 10","77.021805,43.404918",садик,Турксибский
Балдырган-ай,"село Бесагаш, ул. Бауыржана Момышулы, 114А","77.030537,43.296498",садик,Турксибский
Кубик Клаб,"село Отеген батыра, ул. Абая, 27А/1","77.023086,43.422618",садик,Турксибский
Алишия-Еркетай,"ул. Каркаралы, 23А","77.004299,43.284066",садик,Турксибский
Зияткер-2021,"село Туздыбастау, ул. Елибаева, 70","77.065835,43.305464",садик,Турксибский
Калима Абди,"Алатау, село Коянкус, ул. Ракымжана Кошкарбаева, 7","76.948837,43.380457",садик,Турксибский
Happy Bee,"ул. Иштвана Коныра, 74","76.989227,43.276881",садик,Турксибский
Baby Нур,"ул. Александра Чекалина, 41","76.992061,43.273046",садик,Турксибский
Азалия,"село Кенена Азирбаева, ул. Кенесары Хана, 127А","77.008558,43.402615",садик,Турксибский
Ыңтымақ-Рахмет,"село Туздыбастау, ул. Бердыгулова, 25","77.056154,43.319249",садик,Турксибский
Небесная радуга,"Деповская ул., 79","76.959225,43.346945",садик,Турксибский
Грин Сити Гарден,"микрорайон Думан-2, 24, Здание 59","77.002668,43.285835",садик,Турксибский
Jana Altair kids,"микрорайон Думан, ул. Хантенгри, 37А","76.999377,43.283194",садик,Турксибский
Балапан,"Алатау, село Ынтымак, ул. Жиембет Жырау, 52","76.972526,43.416397",садик,Турксибский
Rani,"микрорайон Думан, ул. Жиренше, 75А","76.996242,43.279325",садик,Турксибский
3 Кита,"Щёлково ул., 1","76.965257,43.329646",садик,Турксибский
Ерасыл,"село Туздыбастау, ул. Тауке-хана, 2А","77.063996,43.326128",садик,Турксибский
Адеми,"село Туздыбастау, ул. Жылкыбай, 195А","77.054530,43.317720",садик,Турксибский
